ID,Purchase
ID4464,0
ID4466,0
ID4467,0
ID4471,0
ID4472,0
ID4473,0
ID4474,0
ID4478,0
ID4480,1
ID4481,0
ID4482,0
ID4483,0
ID4484,0
ID4486,0
ID4488,0
ID4489,0
ID4490,1
ID4493,0
ID4497,0
ID4500,0
ID4501,1
ID4503,1
ID4504,0
ID4509,0
ID4510,0
ID4511,0
ID4512,1
ID4519,0
ID4522,0
ID4523,0
ID4526,1
ID4531,0
ID4532,0
ID4542,1
ID4544,0
ID4545,1
ID4546,0
ID4549,0
ID4550,0
ID4555,0
ID4556,0
ID4560,0
ID4563,0
ID4564,0
ID4565,1
ID4568,0
ID4570,0
ID4574,0
ID4576,0
ID4578,1
ID4580,0
ID4581,0
ID4582,0
ID4583,0
ID4586,0
ID4587,1
ID4588,1
ID4589,0
ID4590,1
ID4592,0
ID4595,0
ID4600,0
ID4602,0
ID4610,0
ID4614,1
ID4615,0
ID4619,1
ID4625,0
ID4627,0
ID4643,0
ID4646,0
ID4650,1
ID4653,1
ID4657,0
ID4658,1
ID4661,0
ID4663,0
ID4664,1
ID4665,0
ID4666,0
ID4667,0
ID4671,0
ID4672,1
ID4675,0
ID4676,1
ID4677,1
ID4683,0
ID4684,1
ID4687,0
ID4688,0
ID4691,0
ID4695,0
ID4697,0
ID4699,1
ID4700,0
ID4701,0
ID4702,0
ID4703,0
ID4704,0
ID4706,0
ID4708,0
ID4711,0
ID4713,1
ID4714,1
ID4718,0
ID4719,1
ID4720,0
ID4722,0
ID4724,0
ID4725,0
ID4727,0
ID4730,0
ID4731,0
ID4733,0
ID4734,0
ID4735,0
ID4736,0
ID4739,0
ID4741,0
ID4742,0
ID4743,0
ID4744,1
ID4748,0
ID4750,0
ID4753,0
ID4754,0
ID4755,1
ID4756,0
ID4757,0
ID4759,0
ID4760,0
ID4761,0
ID4763,0
ID4766,0
ID4768,0
ID4769,0
ID4771,0
ID4773,0
ID4776,0
ID4779,1
ID4783,0
ID4789,0
ID4790,0
ID4791,0
ID4792,0
ID4793,0
ID4794,0
ID4795,0
ID4801,0
ID4809,1
ID4810,0
ID4812,0
ID4814,0
ID4817,1
ID4819,1
ID4823,0
ID4824,0
ID4825,0
ID4830,0
ID4831,0
ID4834,0
ID4835,0
ID4836,0
ID4837,0
ID4840,0
ID4846,0
ID4847,1
ID4850,1
ID4851,0
ID4857,0
ID4860,0
ID4862,0
ID4867,0
ID4869,0
ID4871,0
ID4872,1
ID4874,0
ID4878,1
ID4882,1
ID4886,1
ID4891,0
ID4893,0
ID4895,1
ID4898,0
ID4900,1
ID4902,1
ID4904,0
ID4905,0
ID4910,0
ID4914,1
ID4916,0
ID4919,0
ID4920,1
ID4921,0
ID4922,0
ID4923,0
ID4932,1
ID4935,0
ID4936,0
ID4939,1
ID4952,0
ID4953,0
ID4955,0
ID4956,1
ID4960,0
ID4961,0
ID4962,1
ID4963,0
ID4964,1
ID4966,1
ID4967,0
ID4969,0
ID4973,0
ID4974,0
ID4975,0
ID4980,1
ID4982,1
ID4983,0
ID4985,1
ID4987,0
ID4988,1
ID4990,0
ID4991,0
ID4994,0
ID4995,0
ID4996,0
ID4999,0
ID5001,0
ID5002,0
ID5008,1
ID5009,0
ID5011,0
ID5012,0
ID5016,0
ID5018,0
ID5022,0
ID5028,1
ID5029,1
ID5033,0
ID5037,0
ID5038,1
ID5039,0
ID5041,0
ID5045,0
ID5047,0
ID5049,0
ID5054,1
ID5056,0
ID5058,0
ID5059,1
ID5063,0
ID5067,0
ID5068,1
ID5072,0
ID5073,0
ID5074,1
ID5075,0
ID5077,1
ID5079,1
ID5081,0
ID5082,0
ID5085,0
ID5087,0
ID5089,0
ID5091,0
ID5095,0
ID5096,0
ID5098,0
ID5100,1
ID5102,1
ID5103,0
ID5104,0
ID5107,1
ID5109,0
ID5112,0
ID5114,0
ID5119,0
ID5124,0
ID5125,0
ID5126,0
ID5131,0
ID5132,0
ID5134,0
ID5140,0
ID5144,0
ID5147,1
ID5150,1
ID5152,0
ID5153,0
ID5159,0
ID5162,0
ID5164,0
ID5167,0
ID5168,0
ID5179,1
ID5181,1
ID5184,1
ID5185,0
ID5187,0
ID5198,0
ID5199,1
ID5206,0
ID5208,0
ID5212,0
ID5218,0
ID5219,0
ID5223,1
ID5227,1
ID5230,0
ID5231,1
ID5235,0
ID5238,1
ID5240,1
ID5243,0
ID5244,0
ID5249,0
ID5250,0
ID5253,0
ID5254,0
ID5255,0
ID5257,0
ID5258,0
ID5260,0
ID5262,0
ID5263,0
ID5265,1
ID5267,0
ID5268,1
ID5276,1
ID5281,1
ID5282,0
ID5286,0
ID5296,0
ID5300,0
ID5304,0
ID5305,0
ID5306,0
ID5309,0
ID5310,0
ID5313,1
ID5314,1
ID5317,0
ID5321,1
ID5326,0
ID5327,1
ID5330,0
ID5333,1
ID5336,0
ID5337,0
ID5338,0
ID5340,0
ID5342,0
ID5346,0
ID5347,0
ID5349,0
ID5351,0
ID5359,0
ID5360,0
ID5365,1
ID5366,0
ID5367,0
ID5370,0
ID5371,0
ID5372,0
ID5380,0
ID5381,0
ID5382,0
ID5384,0
ID5386,0
ID5387,0
ID5390,0
ID5391,0
ID5396,0
ID5398,0
ID5402,0
ID5403,0
ID5409,0
ID5413,0
ID5416,0
ID5417,0
ID5419,1
ID5420,0
ID5422,0
ID5426,1
ID5428,0
ID5429,0
ID5433,1
ID5435,0
ID5437,0
ID5440,0
ID5441,1
ID5444,0
ID5447,0
ID5448,0
ID5449,0
ID5450,0
ID5458,0
ID5464,0
ID5465,1
ID5466,0
ID5467,0
ID5469,0
ID5470,0
ID5471,0
ID5473,0
ID5474,1
ID5479,0
ID5480,0
ID5481,0
ID5484,0
ID5490,0
ID5492,1
ID5497,0
ID5498,0
ID5499,0
ID5502,1
ID5506,0
ID5507,0
ID5510,1
ID5513,0
ID5519,1
ID5520,1
ID5522,0
ID5523,0
ID5524,0
ID5525,0
ID5528,1
ID5533,1
ID5534,1
ID5536,1
ID5537,0
ID5539,1
ID5540,0
ID5541,0
ID5542,1
ID5545,1
ID5546,0
ID5549,1
ID5550,0
ID5555,0
ID5556,0
ID5557,0
ID5558,1
ID5564,0
ID5565,0
ID5570,0
ID5572,0
ID5573,0
ID5577,0
ID5581,0
ID5582,0
ID5583,0
ID5584,0
ID5585,0
ID5586,0
ID5589,1
ID5593,0
ID5599,0
ID5600,1
ID5601,0
ID5605,0
ID5609,0
ID5610,0
ID5613,0
ID5617,0
ID5619,0
ID5620,1
ID5621,0
ID5622,0
ID5623,0
ID5631,1
ID5632,0
ID5634,0
ID5636,0
ID5638,0
ID5641,0
ID5643,1
ID5645,0
ID5650,0
ID5652,0
ID5655,0
ID5656,0
ID5658,0
ID5659,0
ID5661,0
ID5665,1
ID5666,0
ID5667,0
ID5669,1
ID5670,0
ID5673,0
ID5677,1
ID5679,0
ID5681,1
ID5682,0
ID5683,1
ID5685,0
ID5689,1
ID5692,1
ID5693,0
ID5695,0
ID5702,0
ID5704,0
ID5706,0
ID5708,1
ID5710,1
ID5711,1
ID5713,1
ID5714,0
ID5715,1
ID5718,0
ID5719,1
ID5727,0
ID5732,0
ID5734,1
ID5735,0
ID5736,1
ID5737,0
ID5740,1
ID5741,1
ID5743,0
ID5749,1
ID5756,0
ID5757,1
ID5758,1
ID5759,0
ID5762,0
ID5763,0
ID5765,0
ID5767,0
ID5768,1
ID5769,1
ID5770,0
ID5772,0
ID5774,0
ID5775,0
ID5776,0
ID5781,0
ID5782,0
ID5783,0
ID5785,0
ID5787,0
ID5788,1
ID5789,0
ID5794,0
ID5799,0
ID5802,0
ID5803,0
ID5807,0
ID5808,1
ID5809,0
ID5810,0
ID5815,0
ID5817,1
ID5818,1
ID5819,0
